PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
1263975,"Öhrner, Annika [shaaor12] [0000-0002-9193-1315] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Konstvetenskap [11815])",A Northern Avant-garde : Spaces and Cultural Transfer,"Kapitel i bok, del av antologi",Övrigt vetenskapligt,eng,NA,NA,NA,NA,NA,NA,A Companion to Modern Art,359,373,2018,NA,NA,Hoboken,Wiley-Blackwell,Wiley Blackwell Companions To Art History ; 13,NA,NA,9781118639948;9781118639849,NA,NA,10.1002/9781118639948.ch19,NA,NA,2-s2.0-85052949375,urn:nbn:se:sh:diva-36771,NA,NA,Baltic Exhibition;Cultural transfer;Matisse eleverna;Northern avant-garde;Scandinavian artists;Swedish artists,Konstvetenskap (60407),NA,NA,NA,"<p>The avant-garde of the early twentieth century in Europe was to a large extent a field of migrating artists and the circulation of artists' works. Swedish and other Scandinavian artists were a large part of avant-garde formations in Paris. Avant-garde formations need to be understood as being positioned in a field of several parallel spaces. Matisse eleverna (""the students of Matisse"") has become ahistorical, gendered in the masculine unit that with time and much historical writing, has taken on a narrower meaning different from the actual group of Matisse's Swedish students. This chapter investigates this construction through two recent figures of pioneering avant-gardism within the modernist narrative: the ones created around the work of Siri Derkert and Hilma af Klint. It concludes by revisiting the Baltic Exhibition in Malmo 1914, an historic moment where several initiatives of avant-garde ambition were performed on one site.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-19,2018-11-19,2018-11-19,NA,NA,1,NA,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1640000,"Schwarz, Eva [sheasz09] [0000-0002-6999-968x] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Centrum för praktisk kunskap [11810])","A Phenomenology of Musical Absorption<em>, written by </em>Simon Høffding","Artikel, recension",Övrigt vetenskapligt,eng,Journal of Phenomenological Psychology,0047-2662,1569-1624,published,50,2,NA,265,272,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1163/15691624-12341367,NA,NA,NA,urn:nbn:se:sh:diva-48460,NA,NA,NA,"Filosofi, etik och religion (603)",Critical and Cultural Theory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23,2022-02-23,2022-02-23,NA,Östersjöstiftelsen [63/2016_OSS],1,NA,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1390751,"Bengtsson, Stina [sh00sabn] [0000-0001-6903-141X] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Medie- och kommunikationsvetenskap [11817]);Johansson, Sofia [shsajn06] [0000-0002-3794-2662] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Medie- och kommunikationsvetenskap [11817])",A phenomenology of news : Understanding news in digital culture,Artikel i tidskrift,Refereegranskat,eng,"Journalism - Theory, Practice & Criticism",1464-8849,1741-3001,published,22,11,NA,2873,2889,2021,NA,NA,NA,Sage Publications,NA,NA,NA,NA,NA,NA,10.1177/1464884919901194,000509648500001,NA,2-s2.0-85078460631,urn:nbn:se:sh:diva-40081,1002-3.1.1-2018,NA,news;phenomenology;digital news;social media;young adults;media practice;news habits;audience studies;news audiences,Medie- och kommunikationsvetenskap (508),Critical and Cultural Theory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-03,2020-02-03,2022-02-08,http://sh.diva-portal.org/smash/get/diva2:1390751/FULLTEXT01.pdf,Östersjöstiftelsen [60/2018],2,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1595066,"Lapinske, Laura [shlale15] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Genusvetenskap [11814])","A portrait of Lithuanian women infour + generations – music, freedom, motherhood, sisterhood","Kapitel i bok, del av antologi",Övrigt vetenskapligt,eng,NA,NA,NA,NA,NA,NA,Frihet! Politik! Systerskap!,127,142,2021,1,NA,Huddinge,Södertörns högskola,NA,NA,NA,978-91-89109-72-8;978-91-89109-73-5,http://urn.kb.se/resolve?urn=urn:nbn:se:sh:diva-45379,NA,NA,NA,NA,NA,urn:nbn:se:sh:diva-46430,NA,NA,NA,Genusstudier (50902),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-17,2021-09-17,2021-09-17,http://sh.diva-portal.org/smash/get/diva2:1595066/FULLTEXT01.pdf,NA,1,NA,0,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA
1175060,"Grant, Glen;Horbyk, Roman [shrnhk12] [0000-0003-4808-7670] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Medie- och kommunikationsvetenskap [11817]);Podolian, Olena [shoapn11] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [11822], Statsvetenskap [11830])","[A review of] Colby Howard &amp; Ruslan Pukhov (eds), Brothers Armed: Military Aspects of the Crisis in Ukraine. Second Edition","Artikel, recension",Övrigt vetenskapligt,eng,Europe-Asia Studies,0966-8136,1465-3427,published,69,10,NA,1678,1680,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1080/09668136.2017.1401823,000423279400018,NA,NA,urn:nbn:se:sh:diva-34257,NA,NA,NA,Statsvetenskap (506),Baltic and East European studies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-17,2018-01-17,2019-10-30,NA,NA,3,NA,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1429951,"Selling, Jan [shjnsg16] [0000-0001-7386-3462] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Pedagogik [11818]) (Lund University) (Forum för romska studier)",A Short Momentum For Roma Rights : How Promising Is The Swedish Example?,"Kapitel i bok, del av antologi",Refereegranskat,eng,NA,NA,NA,NA,NA,NA,Dimensions of Antigypsyism in Europe,353,365,2019,NA,NA,Brussels,European Network Against Racism and Central Council of German Sinti and Roma,NA,NA,NA,978-2-9601308-2-9,https://www.enar-eu.org/Book-Dimensions-of-Antigypsyism-in-Europe,NA,NA,NA,NA,NA,urn:nbn:se:sh:diva-40680,NA,NA,antiziganism;antigypsyism;Sweden,Historia (60101),"Politics, Economy and the Organization of Society",NA,<p>Book available online at: https://www.enar-eu.org/Book-Dimensions-of-Antigypsyism-in-Europe</p><p></p>,"<p>In September 2016, the Office for Democratic Institutions and Human Rights (ODIHR) of the Organisation for Security and Cooperation in Europe (OSCE) organised an international conference on “Confronting Anti-Gypsyism” in Berlin. Several Romani leaders as well as politicians and NGO representatives highlighted Sweden and Norway as promising examples of confronting antigypsyism by using state commissions for past abuses.</p><p> </p><p>This paper will focus on the Swedish example, making clear how it differs from the Norwegian one and critically analysing the circumstances around an apparent Swedish momentum on Roma rights and antigypsyism in the years 2010-2016: How did it emerge? How was it used? What were the consequences of political choices?</p><p></p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-05-13,2020-05-13,2020-05-15,NA,NA,1,NA,0,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA
1619415,"Ruin, Hans [shhsrn] [0000-0003-3210-4712] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Filosofi [11813])",A Strange Fate : Heidegger and the Greek Inheritance,"Kapitel i bok, del av antologi",Refereegranskat,eng,NA,NA,NA,NA,NA,NA,Phenomenological Interpretations of Ancient Philosophy,162,177,2021,NA,NA,NA,Brill Academic Publishers,Studies in Contemporary Phenomenology ; 20,NA,NA,9789004446779;9789004446762,NA,NA,10.1163/9789004446779_007,NA,NA,NA,urn:nbn:se:sh:diva-47807,NA,NA,NA,Filosofi (60301),Baltic and East European studies,NA,NA,"<p>In this chapter, Hans Ruin investigates Heidegger’s conception of fate and destiny. The chapter takes as its point of departure Heidegger’s exploration of the Greek concept of moira in his lecture course on Parmenides from 1942/3. Ruin argues that the lecture course forms an important stage in Heidegger’s life-long attempt to think about destiny, fate, and “the destinal,” and that it demonstrates that Heidegger’s thoughts on destiny also form part of his attempt to articulate what he also terms “the ontological difference.” Ruin further argues that Heidegger’s thoughts on “the destinal” help illuminate the way in which the Greeks become a topic in and for Heidegger himself. For moira is not simply a term taken from Parmenides and the Greek tradition. Translated as “the destinal,” it also designates the way in which Heidegger invites us to think of our relation to the Greek tradition, a tradition that is bequeathed to us as destiny and whose thinkers point to future possibilities in our own thinking. The chapter explores the problem of fate and destiny as a thread that may guide us to the center of Heidegger’s way of articulating the mode in which the Greek origin of our tradition manifests itself to contemporary thought, a theme central for Heidegger beginning with Being and Time and extending into his late work. The concepts of fate and destiny, Ruin also argues, are intimately connected to Heidegger’s political thought as expressed not least in his Rectoral Address from 1933. As such they concern the problem of politics and authority in Heidegger and have a bearing on his thoughts about origin and the way these thoughts develop in the course of his work. The chapter ends by asking whether Heidegger’s thinking about fate is closely tied to his National Socialist sympathies, or whether it may have a broader significance relevant also to a modern, globalized world-view.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-12-13,2021-12-13,2021-12-13,NA,NA,1,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1639999,"Peil, Tiina [shtapl16] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Konstvetenskap [11815])","A Town That Never Was – Archipelagos, Edgelands, Imaginations",Artikel i tidskrift,Refereegranskat,eng,Karib - Nordic Journal for Caribbean Studies,1894-8421,2387-6743,published,6,1,NA,NA,NA,2021,NA,NA,NA,Stockholm University Press,NA,NA,NA,NA,NA,NA,10.16993/karib.86,NA,NA,NA,urn:nbn:se:sh:diva-48459,NA,NA,edgeland;ethnicity;Paldiski (Baltic Port);Carl Friedrich Kalk;Salawat Yulayev,Historia (60101),Baltic and East European studies,NA,NA,"<p>This article is an attempt at an interplay between Édouard Glissant’s archipelagic thinking, Marion Shoard’s edgeland and an imagined geography and history of a particular location and the people who have lived there. The town of Paldiski – the Baltic Port – bordering the Gulf of Finland, may be a remarkable Glissantian vantage point, and simultaneously an edgeland from which to draw attention to the creationand persistence of the ‘imaginaire’ that Glissant argued binds people as much as economic transactions. The port is both closed (as a military base or due to customs regulations) and open as a harbour. Thus, it frames all kinds of flows of peoples, materials and policies, yet it is on the edge literally and figuratively. In Paldiski, the imaginary seems independent of the physical environment, the past and future, and the people highlighted by the lifepaths of two historic figures.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23,2022-02-23,2022-02-23,NA,Östersjöstiftelsen [77/2015],1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,NA,NA
1575709,"Beers Fägersten, Kristy [shkybn09] [0000-0003-2277-2282] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Engelska [11811])",A woman's place (in the panel) : Positioning and framing in comics by Nina Hemmingsson and Lotta Sjöberg,"Kapitel i bok, del av antologi",Övrigt vetenskapligt,eng,NA,NA,NA,NA,NA,NA,Comic Art and Feminism in the Baltic Sea Region : Transnational Perspectives,40,58,2021,NA,NA,London,Routledge,"Routledge Studies in Gender, Sexuality, and Comics",NA,NA,9781003039402;9780367483333,NA,NA,10.4324/9781003039402-4,NA,NA,2-s2.0-85108349192,urn:nbn:se:sh:diva-46019,NA,NA,NA,Språk och litteratur (602),Baltic and East European studies,NA,NA,"<p>This chapter focuses on a selection of single-panel comics by two Swedish comics artists, seeking to explicate how gender norms are invoked and subverted in depicted talk-in-interaction. Informing the analyses are theories of positioning and framing, which aim to help us make sense of interactions as taking place in different sorts of occasions, how these differences are signalled, and how we behave according to social conventions and moral commitments. The female perspective on these conventions and commitments is expressed in the comics of Hemmingsson and Sjöberg, in which frames and positions are made particularly salient in the single-panel format. Of particular significance is the use of humour to reveal absurdities of gender roles, gender inequality, and sexism. The chapter thus also investigates how linguistic resistance to positioning, framing, and conversational script represents a feminist act of subversion and solidarity.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-30,2021-06-30,2022-01-21,NA,Östersjöstiftelsen [24/2017],1,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
1385237,"Kasprzak, Krystof [shkfkk08] [0000-0001-7961-9401] (Södertörns högskola [481], Institutionen för kultur och lärande [11809], Centrum för praktisk kunskap [11810])",Absolute Incomprehension as Meontic Singularization in Eugen Fink's Critique of Hermeneutics,"Kapitel i bok, del av antologi",Övrigt vetenskapligt,ger,NA,NA,NA,NA,NA,NA,Wohnen als Weltverhältnis : Eugen Fink über den Menschen und die Physis,180,200,2019,NA,NA,Freiburg,Verlag Karl Alber,NA,NA,NA,9783495491232,NA,NA,NA,NA,NA,NA,urn:nbn:se:sh:diva-39840,NA,NA,NA,Filosofi (60301),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-13,2020-01-13,2021-04-16,NA,NA,1,NA,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA
